sentence,ground_truth_control,baseline_control,rag_control,ground_truth_applicable,baseline_applicable,rag_applicable,ground_truth_status,baseline_status,rag_status,baseline_time,rag_time,baseline_raw,rag_raw,retrieved_controls,retrieval_scores
Tidak ada pemantauan penggunaan sumber daya server sehingga beberapa sistem mengalami downtime karena kehabisan kapasitas.,A.8.6,A.7.1,A.8.6,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,36.73,44.22,"{""control_id"": ""A.7.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Tidak ada pemantauan penggunaan sumber daya server dapat menyebabkan sistem mengalami downtime dan kehabisan kapasitas."", ""recommendation"": ""Lakukan pemantauan dan monitoring untuk sumber daya server serta implementasi kontrol terkait.""}","{""control_id"": ""A.8.6"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Organisasi tidak melakukan pemantauan penggunaan sumber daya server dan ini mengakibatkan sistem mengalami downtime karena kehabisan kapasitas."", ""recommendation"": ""Implementasikan manajemen kapasitas dengan mendeteksi kondisi penggunaan sumber daya dan membuat proyeksi untuk persyaratan kapasitas masa depan.""}",A.8.6;A.7.11;A.8.14,0.4725;0.4489;0.4264
Anti-malware enterprise di-deploy pada semua endpoint dengan pembaruan definisi otomatis harian.,A.8.7,A.5.19,A.8.7,Yes,Yes,Yes,Implemented,Implemented,Implemented,18.77,55.84,"{
  ""control_id"": ""A.5.19"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Anti-malware deployment mencakup pengaturan dan implementasi sistem antimalware di semua terminal yang kompatibel."",
  ""recommendation"": ""Pengawasan lebih lanjut perlu dilakukan untuk memastikan efektifnya pembaruan definisi harian.""
}","{""control_id"": ""A.8.7"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Audit menemukan bahwa anti-malware enterprise telah di-deploy dan definisi malware terbaru diperbarui secara otomatis."", ""recommendation"": ""Kontrol ini sudah berada dalam tahap yang sesuai, tetapi rekomendasi adalah memastikan bahwa kebijakan penggunaan pemantauan dan deteksi malware juga dilaksanakan untuk menambah pertahanan tambahan.""}",A.8.9;A.5.30;A.8.7,0.4545;0.4443;0.4218
Anti-malware enterprise di-deploy pada semua endpoint dengan pembaruan definisi otomatis harian.,A.8.7,A.8.14,A.8.7,Yes,Yes,Yes,Implemented,Implemented,Implemented,32.25,40.84,"{
  ""control_id"": ""A.8.14"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kontrol A.8.14 mengatur pengaturan terhadap peranti, termasuk anti-malware yang digunakan pada semua endpoint."",
  ""recommendation"": ""Penting untuk memeriksa dan meneruskan pembaruan definisi malvertising secara otomatis untuk menjaga keamanan.""
}","{""control_id"": ""A.8.7"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Anti-malware yang di-deploy pada semua endpoint dengan pembaruan definisi otomatis harian menunjukkan bahwa perlindungan terhadap malware sudah dilaksanakan."", ""recommendation"": ""Tidak ada perbaikan diperlukan.""}",A.8.9;A.5.30;A.8.7,0.4545;0.4443;0.4218
Beberapa komputer karyawan tidak memiliki perangkat lunak antivirus yang terinstal.,A.8.7,A.7.12,A.8.19,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,36.80,52.05,"{""control_id"": ""A.7.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kontrol A.7.12 menetapkan bahwa organisasi harus memastikan semua perangkat keras dan perangkat lunak yang digunakan untuk menyimpan, mengirim, atau menerima data pelanggan atau internal telah dievaluasi dan sesuai dengan standar keamanan yang ditentukan oleh organisasi. Penyedia antivirus yang tidak terinstal pada beberapa komputer karyawan menunjukkan bahwa organisasi belum memenuhi persyaratan ini."", ""recommendation"": ""Implementasikan perangkat lunak antivirus pada semua perangkat keras dan perangkat lunak internal untuk memastikan keamanan data.""}","{""control_id"": ""A.8.19"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kerugian dan kehilangan data bisa terjadi karena beberapa komputer karyawan tidak memiliki perangkat lunak antivirus yang terinstal."", ""recommendation"": ""Instal perangkat lunak antivirus pada semua komputer karyawan untuk mengatasi situasi ini.""}",A.8.19;A.8.7;A.8.18,0.4676;0.4420;0.4184
Beberapa komputer karyawan tidak memiliki perangkat lunak antivirus yang terinstal.,A.8.7,A.8.14,A.8.19,Yes,Yes,Yes,Not Implemented,Partially Implemented,Not Implemented,40.43,56.04,"{""control_id"": ""A.8.14"", ""applicable"": ""Yes"", ""implementation_status"": ""Partially Implemented"", ""justification"": ""Untuk memastikan keamanan data, beberapa komputer karyawan tidak memiliki antivirus yang terinstall dapat mengungkapkan celah keamanan serius."", ""recommendation"": ""Install perangkat lunak antivirus pada semua komputer karyawan untuk melindungi sistem dari malware dan virus.""}","{
  ""control_id"": ""A.8.19"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Kondisi audit menunjukkan bahwa perangkat lunak antivirus belum diinstal pada beberapa komputer karyawan, yang berarti kontrol A.8.19 tidak terpenuhi."",
  ""recommendation"": ""Instalasi dan konfigurasi sistem antivirus pada semua komputer karyawan segera dilakukan untuk mematuhi peraturan ini.""
}",A.8.19;A.8.7;A.8.18,0.4676;0.4420;0.4184
Pemindaian kerentanan dilakukan setiap bulan dengan SLA penerapan patch berdasarkan tingkat keparahan.,A.8.8,A.8.24,A.8.8,Yes,Yes,Yes,Implemented,Implemented,Implemented,23.56,59.62,"{""control_id"": ""A.8.24"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Pemindaian kerentanan dan langkah-langkah untuk mengatasi patch berdasarkan tingkat keparahan sesuai dengan kontrol A.8.24 (Penanganan Patch dan Penyegelan Kerentenan)."", ""recommendation"": ""Dapatkan SLA yang lebih khusus atau mengeksekusi pemindaian kerentanan secara teratur setiap minggu untuk memastikan semua perangkat dipatch sesuai tingkat keparahannya.""}","{""control_id"": ""A.8.8"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Pemindaian kerentanan dilakukan secara tepat waktu dan informasi tentang kerentanan teknis sistem yang digunakan diperoleh untuk memperdalam keamanan organisasi."", ""recommendation"": ""Jika masih ada kemungkinan, lanjutkan pemindaian kerentanan secara berkala dengan memberikan perhatian khusus pada kerentanan yang muncul setiap bulannya.""}",A.8.8;A.8.16;A.8.29,0.4812;0.4572;0.4525
Pemindaian kerentanan dilakukan setiap bulan dengan SLA penerapan patch berdasarkan tingkat keparahan.,A.8.8,A.8.3,A.8.16,Yes,Yes,Yes,Implemented,Implemented,Implemented,34.81,42.31,"{
  ""control_id"": ""A.8.3"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kalimat audit menggambarkan bahwa pemindaian kerentanan dilakukan secara berkala dengan penerapan patch berdasarkan tingkat keparahan, yang sesuai dengan kontrol A.8.3 (Pelaksanaan Pemindahan Kerentenan dan Penerapan Patch Berdasarkan Tingkat Keparahan)"",
  ""recommendation"": ""Kontrol ini sudah terpenuhi. Namun, perlu memastikan bahwa pemindaian kerentanan dilakukan secara rutin sesuai dengan SLA.""
}","{""control_id"": ""A.8.16"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Pemindaian kerentanan dilakukan setiap bulan dan dengan SLA, menunjukkan bahwa kontrol ini terpenuhi."", ""recommendation"": ""Kontrol sudah diterapkan secara efektif. Tidak ada rekomendasi perbaikan.""}",A.8.8;A.8.16;A.8.29,0.4812;0.4572;0.4525
Sistem operasi server belum diperbarui selama dua tahun dan banyak kerentanan kritis yang belum dipatch.,A.8.8,A.7.12,A.8.8,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,31.88,56.62,"{
  ""control_id"": ""A.7.12"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Penyimpanan dan keamanan sistem operasi server tidak terlalu mencakup pengaturan waktu update yang sesuai."",
  ""recommendation"": ""Menerapkan kebijakan yang jelas tentang frekuensi perbaruan sistem operasi dan memastikan bahwa sistem tersebut diregulasi secara rutin.""
}","{""control_id"": ""A.8.8"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Sistem operasi server yang tidak perbarui selama dua tahun menunjukkan kemungkinan kehadiran kerentanan kritis yang belum dipatch."", ""recommendation"": ""Perbarui sistem operasi server secara langsung dan sesuai dengan rekomendasi patching untuk mengatasi kerentanan tersebut.""}",A.8.8;A.7.11;A.8.13,0.4091;0.3986;0.3939
Sistem operasi server belum diperbarui selama dua tahun dan banyak kerentanan kritis yang belum dipatch.,A.8.8,A.8.13,A.8.8,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,38.49,51.85,"{""control_id"": ""A.8.13"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Sistem operasi server tidak diperbarui selama dua tahun menunjukkan bahwa organisasi belum mematuhi kebijakan pengaturan sistem operasi yang tepat, termasuk update rutin dan patching untuk mengurangi risiko keamanan."", ""recommendation"": ""Lakukan evaluasi ulang sistem operasi dan pentingkannya dalam skala perancangan. Implementasikan rencana pengawasan rutin dan update sistem operasi sesuai dengan jadwal yang telah ditetapkan.""}","{""control_id"": ""A.8.8"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Server tidak diperbarui selama dua tahun menunjukkan bahwa informasi tentang kerentanan teknis belum dipantau secara tepat waktu."", ""recommendation"": ""Periksa dan perbaharui server dengan patch terbaru untuk melindungi sistem dari kerentangan kritis yang mungkin.""}",A.8.8;A.7.11;A.8.13,0.4091;0.3986;0.3939
Baseline konfigurasi keamanan ditetapkan untuk semua jenis server dan dipantau secara otomatis.,A.8.9,A.7.1,A.8.9,Yes,Yes,Yes,Implemented,Implemented,Implemented,33.92,57.21,"{""control_id"": ""A.7.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Baseline konfigurasi keamanan telah ditetapkan untuk semua jenis server dan dipantau secara otomatis, memenuhi syarat A.7.1 yang membahas pemantauan dan perbaikan kinerja sistem teknologi informasi."", ""recommendation"": ""Dukungan penuh dalam manajemen dan implementasi kontrol ini.""}","{""control_id"": ""A.8.9"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kalimat audit menggambarkan bahwa konfigurasi keamanan untuk semua jenis server telah ditetapkan secara otomatis, yang sesuai dengan kontrol A.8.9."", ""recommendation"": ""Periksa lagi apakah pengecualian atau kerangka kerja telah ditempatkan dan diimplementasikan sebagai bagian dari sistem pengendalian konfigurasi keamanan.""}",A.8.9;A.8.21;A.8.5,0.5971;0.5036;0.4730
Baseline konfigurasi keamanan ditetapkan untuk semua jenis server dan dipantau secara otomatis.,A.8.9,A.7.3,A.8.9,Yes,Yes,Yes,Implemented,Implemented,Implemented,34.31,56.14,"{
  ""control_id"": ""A.7.3"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kontrol ini berfokus pada penanganan dan penggunaan server secara keseluruhan, termasuk mengatur konfigurasinya dengan standar yang telah ditetapkan."",
  ""recommendation"": ""Pertahankan otomatisasi pemantauan ini untuk memastikan keamanan terus terjaga.""
}","{""control_id"": ""A.8.9"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kondisi audit menggambarkan bahwa konfigurasi keamanan telah ditetapkan dan dipantau secara otomatis, yang sesuai dengan A.8.9."", ""recommendation"": ""Konfirmasikan lagi apakah periksaan otomatis sudah mencakup semua server dalam sistem.""}",A.8.9;A.8.21;A.8.5,0.5971;0.5036;0.4730
Prosedur penghapusan data yang aman diterapkan sesuai tingkat klasifikasi termasuk verifikasi kelengkapan.,A.8.10,A.7.12,A.8.10,Yes,Yes,Yes,Implemented,Implemented,Implemented,34.58,51.73,"{""control_id"": ""A.7.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Prosedur penghapusan data yang aman mencakup langkah-langkah untuk menghapus data dengan benar sesuai tingkat klasifikasi dan memverifikasi kelengkapan proses."", ""recommendation"": ""Jika belum, lakukan training khusus kepada staf teknis tentang prosedur penghapusan data untuk meningkatkan kesadaran dan kepatuhan.""}","{""control_id"": ""A.8.10"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Prosedur penghapusan data yang aman sesuai dengan kontrol ISO 27001 A.8.10, yaitu menghapus informasi yang tidak lagi diperlukan ketika sudah tidak valid."", ""recommendation"": """"}",A.8.33;A.7.14;A.8.10,0.6920;0.6799;0.6392
Prosedur penghapusan data yang aman diterapkan sesuai tingkat klasifikasi termasuk verifikasi kelengkapan.,A.8.10,A.7.16,A.8.10,Yes,Yes,Yes,Implemented,Implemented,Implemented,37.81,45.66,"{""control_id"": ""A.7.16"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Prosedur penghapusan data yang aman sesuai dengan kontrol A.7.16 untuk kebijakan fisik, yaitu memastikan prosedur penghapusan data dilaksanakan secara tepat guna menghindari kebocoran atau penggunaan ulang data."", ""recommendation"": ""Jika tidak sudah dilakukan, proses validasi kelengkapan prosedur penghapusan data perlu direalisasikan.""}","{""control_id"": ""A.8.10"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kalimat audit merujuk pada penghapusan informasi yang sesuai dengan kontrol A.8.10, dimana informasi disimpan dalam sistem harus dihapus ketika tidak lagi diperlukan."", ""recommendation"": """"}",A.8.33;A.7.14;A.8.10,0.6920;0.6799;0.6392
Teknik masking dan anonimisasi diterapkan untuk melindungi data sensitif di lingkungan pengujian.,A.8.11,FAIL,A.8.33,Yes,FAIL,Yes,Implemented,FAIL,Implemented,30.44,50.52,"{""control_id"": ""A.8.x"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kalimat audit menunjukkan bahwa teknik masking dan anonimisasi telah diterapkan, yang sesuai dengan kontrol A.8 yang berkaitan dengan penggunaan teknologi untuk melindungi data sensitif."", ""recommendation"": ""Terus menerapkan dan memantau efektivitas teknik masking dan anonimisasi dalam mengelola data sensitif.""}","{""control_id"": ""A.8.33"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Teknik masking dan anonimisasi telah diterapkan untuk melindungi data sensitif di lingkungan pengujian."", ""recommendation"": ""Berkurangi jumlah informasi sintetis atau anonim yang digunakan jika tidak perlu, untuk meminimalkan potensi kehilangan kontekstual.""}",A.8.33;A.8.11;A.8.5,0.7179;0.6819;0.6244
Teknik masking dan anonimisasi diterapkan untuk melindungi data sensitif di lingkungan pengujian.,A.8.11,A.8.1,A.8.33,Yes,Yes,Yes,Implemented,Implemented,Implemented,33.11,45.79,"{""control_id"": ""A.8.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol A.8.1 mengatur kebijakan tentang teknologi yang digunakan untuk memastikan bahwa data sensitif tidak dapat diakses tanpa izin yang sah."", ""recommendation"": ""Jika belum ada, perumusan dan penerapan kebijakan tentang masking dan anonimisasi harus dilakukan.""}","{""control_id"": ""A.8.33"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Masking dan anonimisasi digunakan untuk melindungi data sensitif di lingkungan pengujian."", ""recommendation"": """"}",A.8.33;A.8.11;A.8.5,0.7179;0.6819;0.6244
Solusi DLP diterapkan untuk memantau dan mencegah kebocoran data melalui email dan media penyimpanan.,A.8.12,A.8.12,A.8.12,Yes,Yes,Yes,Implemented,Implemented,Implemented,21.36,44.36,"{""control_id"": ""A.8.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Solusi DLP telah diterapkan untuk memantau dan mencegah kebocoran data, yang sesuai dengan kontrol ISO 27001 A.8.12 (Mengendalikan Penggunaan Email)"", ""recommendation"": """"}","{""control_id"": ""A.8.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Solusi DLP telah diterapkan untuk memantau dan mencegah kebocoran data melalui email dan media penyimpanan, sesuai dengan panduan ISO 27001."", ""recommendation"": ""Kontrol sudah terpenuhi. Tetap konsultasikan kepada manajemen atau tim teknis untuk memastikan bahwa solusi DLP masih relevan dan efektif.""}",A.8.12;A.7.14;A.8.10,0.6794;0.5990;0.5672
Tidak ada mekanisme untuk mendeteksi atau mencegah pengiriman data sensitif ke pihak yang tidak berwenang.,A.8.12,A.8.4,A.8.12,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,25.16,40.53,"{""control_id"": ""A.8.4"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Tidak ada mekanisme deteksi dan mencegah pengiriman data sensitif ke pihak yang tidak berwenang merupakan kesalahan dalam kontrol A.8.4 mengenai kontrol teknis untuk pengolahan data."", ""recommendation"": ""Implementasikan prosedur deteksi dan mencegah pengiriman data sensitif ke pihak yang tidak berwenang melalui sistem informasi dan teknologi.""}","{""control_id"": ""A.8.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Tidak ada mekanisme deteksi dan mencegah pengiriman data sensitif ke pihak yang tidak berwenang adalah kerentanan dalam kontrol ini."", ""recommendation"": ""Implementasikan mekanisme deteksi dan mencegah pengiriman data sensitif ke pihak yang tidak berwenang sesuai dengan A.8.12.""}",A.8.12;A.8.11;A.7.14,0.3841;0.3625;0.3499
